BM,BTG,BWQ,CLJ,CT,DMZ,FSB,GGS,GTQ,HK,HLS,HMS,JJQ,LJG,LK,NJG,PS,QJDQ,QXC,SJY,SMZ,SPY,SWB,SXC,WC,WHK,XH,XJX,YJ,YLJK,YSG,YYL,ZT
11.69779549569766,293.09332988571407,,,,1.2122267625,,58.8203696871181,,,,,,37.99573258888501,,54.52796922166807,63.17708124906778,,168.20733226283983,,,57.720288674380804,,201.66138626231518,242.616223887543,,30.578358816964283,1.1355226837785,,6.11588161007203,,99.9082564794643,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.51062727871996,310.68559020452153,,,299.71310434120494,,,40.27153513800295,,252.67742281299866,,,5.3157179242541135,,,132.94136345862233,,,364.65931776248226,17.184622916164116,8.963688904923503,79.75251444471608,,350.7463177300612,377.9905301298103,,43.11625646167288,35.72895600964287,,,247.5408869212482,270.67638961513615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.080731400195793,,,332.6640158824045,,,,,,,,10.931805605304257,,50.44529161841444,,,,,,175.04313689145596,,123.18231011950111,183.59620078572001,399.73293153996656,,,82.9936408588327,,,1.681105474285714,332.79918879778955,188.7555971085668,
4.782530694768396,284.77445016746884,,,155.360545830155,,120.23743634051993,52.92853929045979,,375.3344414218629,,7.500326814561696,,41.79364284367434,204.39623075398498,178.83031473923216,,,,219.660823180777,18.12227187412286,107.68777912426333,,,,,,,,,,132.91808312049739,
4.674477599999999,153.43879681579884,,139.4910392337875,,3.456789171428571,,,0.6049866857142858,149.38838535178286,,5.666327228571429,3.0200942571428566,,172.014692298336,95.543669964672,,,93.43342364116116,163.07142329589948,,46.16598434017373,95.52684395964344,,313.8569962327543,158.56677451296,16.7809023,,,1.16852625,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.785897295352573,,,202.189055285653,,16.847916447980484,87.63740042916858,,,,,,6.137848286208,36.357151389984004,,134.39657553679717,133.53486533305852,,214.64770772851202,23.26692817164857,,136.7718943647404,,,465.63625063240295,,,1.991382589285714,410.236927417228,3.7299005928886646,235.1347860170661,192.6315349616983,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143.69352984081567,,91.62774730723494,40.454108270053176,1.7122667807865217,,36.353837186677026,,,,,1.408903200098743,26.517700013971883,61.490419815620974,,37.978039672106036,,51.550925250492,19.247814428853705,7.311730165459522,35.617355478997716,58.221708382674684,,195.89643283204876,164.9933129629343,3.515438917095959,0.8540275499999979,,1.1995663237184895,,89.10469682355601,
,,7.027489010565669,107.77173138017281,,1.6848011673271763,,,,124.23241311068567,,3.7287223422706868,0.9559456177131677,,,,45.494990381120886,,51.70860742911199,18.463505563203505,6.345182298638263,,50.04552122391442,126.18968027782627,,115.60797348461675,3.1715508989266326,0.9350802642857128,,,97.6262473181334,112.53980129786945,
,,,107.94820812874973,,,23.2567618026096,,,,,,,13.260472379861962,52.95803965693776,,,,36.38928312260641,,4.704817620731657,,37.39991176225357,148.94971285187313,165.18974203678115,139.82489260485121,3.1446900002962286,,,0.948094962035657,100.41671287619796,,22.87166696319393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0362048055313067,83.63849001804182,1.7276991875114085,,,,,,0.567875089285713,92.3159907435533,,5.338268857960985,0.5490163760874247,,,,30.12868459287111,,28.213482690213397,6.257442809604343,,29.951533109609755,34.51247940672658,,99.70586169693021,,2.1936561430813635,1.3599488258581005,,,76.12269582865233,96.33091174068069,
1.9900269694816073,,1.156270996208668,,23.85426164747562,,17.759170518749997,18.47649470625,,,,3.9684994875,0.42014892857142866,,,25.348358455002817,27.04043116205357,,,6.326181108244494,4.442022920089286,22.316252314104787,,,101.65028380854159,,,0.34274390625,,,64.56647975862754,77.65672815005225,19.312512508928574
2.37002034375,69.43249394297229,1.0607205776785713,,,0.5427914142857143,,14.630220537601295,,,32.681816381249995,2.1281721534980034,,10.957202521874999,,25.470947121428534,,,,,4.096766621154117,18.812660436160716,,,86.96691011345499,,1.4248063205357138,0.35909660089285717,,,56.92904664107143,64.24597316250001,
,,1.8310130517857142,118.67468354999998,,0.457630873897275,,15.733205967857144,,60.332367804222855,,,0.32842125,10.998133714285713,,,,0.23158227857142852,26.328027082357515,5.3728126875,3.874977369642857,,25.432167755296835,74.14636630199894,,,,0.3087792321428572,,0.9068122366071428,,153.79841825278228,
,,,,,,11.662192819117239,13.902190561868403,,71.02736225990279,,,,,,,,,,4.6506350933811476,3.300104045212103,18.510464725426463,,,,,,,,0.8366331616071427,,82.79660639233732,13.67425143796754
,,,,18.67875737142857,0.6012799714285715,,,,,,,0.25578739285714286,,,,,,,4.312713857142858,3.056790728571428,,25.43031122142857,,,,5.036355514285713,0.2979957214285714,,0.9550871999999999,68.24529855,,
,,0.3534726967603071,,12.64916416597618,,8.765988638073042,10.915530685714286,,45.92789500066744,27.340778458749664,,,,,,,,23.540286266178683,4.904759323335086,,,,,85.4235910649104,,,0.2516983766182285,120.83159874065845,,46.54236513010692,,
,62.29363320444342,,,12.11684146875,0.40719999375,,,,,23.779922504464288,,,11.827912033928568,,18.70102658571424,,0.27702421875,18.997991027678573,4.640092280357142,2.306046857142857,,,,,,,0.291875805,,0.5917989455357144,,,10.08313363125
3.863052435304606,,,40.61392168433313,11.73782131645725,0.34740596329090717,8.4072461625,13.963640914285714,,,23.820345120535716,1.7772691318550036,,,,20.551672374107145,,,18.399015381860323,5.023043260714286,2.3192230885714293,15.008614660830986,22.269554585840606,70.37956380421366,76.43111216675018,52.199789853887985,4.871538978509186,0.35700268426071435,,0.6424682785714286,,30.65136223660714,11.85398096866078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.03645059547811,,,,19.356697047831908,0.5899746664285714,,13.479897751714258,0.08083645714285716,99.4136052412761,,1.14090687,,,,,20.2301786974685,,,,2.6161267487142865,,,110.17288443264368,115.84816589302933,92.74781349031505,,,,0.5304539431644943,63.34753159029188,,15.143774310000001
,101.30367211996202,0.7325273089285715,,,0.5048972222423143,,13.831828825597922,0.09616319999999955,,,2.0009275472665125,0.18016810714285714,,,,19.219435666875,0.3864432952624983,,,2.3981153625000005,15.17228777256358,25.794206375625,,,,3.779599131964287,,93.66059850032983,0.536614477900875,67.94418551452561,,14.571336587142856
3.6532173352403565,91.14686228549077,,,,0.3964005964285714,12.873863200293965,,,83.39805668571428,,4.335355671428571,0.1791598499999966,10.735980510646675,,22.751675918743963,,0.28931368161683574,20.60193675969233,6.066124959344657,2.3332092428571425,12.187457003571428,,,,76.611673125,,,102.07987161845537,,67.788930375,,
4.248484405714282,79.50826655999995,0.8055482785714242,40.706130985714225,,,,10.88880508928571,,,21.510754277142837,29.506514142857142,,,,,,,,,1.9718999999999955,,,,90.10574099999995,,6.150086614285712,0.32974538142857046,,,,26.669530703571393,10.835007107142838
2.8539635615829,,,43.602561744714826,11.1805304974658,,10.20107163538251,8.482119826182569,,67.40603148782164,,4.968148631154644,0.16127860408163128,9.20876228412859,,,,,19.687926582304303,,,10.1419698469608,19.597391042142842,,,61.50873738909103,,0.3236044891511568,78.96504443877545,,45.883952749484486,27.49084530209833,
