BM,BTG,BWQ,CLJ,CT,DMZ,FSB,GGS,GTQ,HK,HLS,HMS,JJQ,LJG,LK,NJG,PS,QJDQ,QXC,SJY,SMZ,SPY,SWB,SXC,WC,WHK,XH,XJX,YJ,YLJK,YSG,YYL,ZT
1905.0044642857144,34262.81696428572,2109.4866071428573,19925.29910714286,11667.6875,98.97321428571428,9625.375,9341.825892857143,1097.227678571429,32198.95535714286,13712.767857142857,6843.638392857143,1864.7098214285716,4052.075892857143,13802.21875,13705.736607142857,13706.89732142857,330.2053571428572,13503.580357142857,1071.428571428571,5241.90625,9422.267857142857,13457.544642857143,37222.1875,39764.55803571428,32452.86607142857,3825.178571428572,270.5178571428572,25088.60714285714,2802.5714285714284,20599.651785714286,13273.089285714286,9593.924107142857
1568.993303571429,32258.45089428572,2093.6116071428573,19835.74107142857,13921.698661428572,51.82366071428572,11880.000001428572,11754.962054285714,1840.1138392857144,30584.6875,15634.16294714286,4482.305803571428,2998.640625,3961.392857142857,15763.98660857143,15613.328125714286,15630.12276857143,293.2767857142857,15373.580357142857,1833.984375,7731.332589285715,11803.90625,15266.10268,33935.58928571428,36094.169642857145,30988.959822857145,3765.622767857143,300.81026785714283,25474.727678571428,3758.450892857143,20590.55580428572,15696.647322857145,11903.629465714286
5299.705357142857,46031.67187857143,2448.241071428572,33665.50893142857,20570.88839428572,62.70982142857143,18079.812502857145,16193.004465714286,1755.787946428571,46425.95535857143,26784.959822857145,7031.446429285715,3674.071428571429,4058.589285714286,26576.95536,26712.85714571429,26772.35714428572,445.390625,26043.587055714284,2699.589285714286,11887.22098285714,16625.758931428572,26084.53794857143,48955.24777,49918.27902142857,45429.89062714286,4721.901785714285,1167.470982142857,38374.562502857145,5048.082589285715,32592.28571571429,24906.57143142857,17686.785715714286
3353.457589285714,72581.79018142857,5486.004464285715,49682.67857285715,24680.23884142857,106.05357142857144,19230.95535857143,17944.20312857143,1666.6986607142858,70991.24330571429,32160.915180000004,9421.330359285714,4139.649553571428,4394.154017857143,33379.801341428574,32471.83036,31967.58705714286,926.3816964285714,28554.921875714288,3627.377232142857,13424.915182857145,18259.32143142857,29021.62946714286,76404.23214571427,82452.70089714286,70986.2008942857,7520.665179285715,616.09375,60861.51562714286,5937.25,50804.27455714286,32695.94196714286,18866.89286
2292.167410714286,63856.20089571428,11601.546877142857,45428.575894285714,32182.323664285715,1727.3392857142858,20520.886162857143,16986.011162857143,1528.6674107142858,61915.26785857143,36515.07366428572,5418.167410714285,4146.185267857143,5269.924107142857,37537.187501428576,36735.58259285714,36399.04241285714,914.9397321428572,34945.906252857145,7608.044642857143,11428.75892857143,19074.61160857143,35029.113841428574,65849.94419857142,74958.32812714286,62295.52232428571,7551.754464285715,1053.9174107142858,55790.794644285714,4930.5625,45967.02232428572,36830.72098571429,20081.00893142857
2871.332589285714,60598.67410857143,6518.341517857143,39622.54018142858,25400.40848428572,1167.174107142857,18768.14955857143,15769.361607142857,1358.1205357142858,55897.20536000001,30927.06696571429,3209.4040178571427,3607.066964285714,4935.600446428572,33158.212055714284,31359.24777,30776.58928857143,808.9776785714286,28921.35714428572,10177.19643,10455.47321714286,17418.229914285715,29526.16295,63614.75223428571,74840.35044857142,57146.06473571429,8077.618303571428,910.8571428571428,51694.537950000005,3832.948660714286,41403.89062714286,34674.60714571429,18346.636164285715
1619.9732142857142,43187.72544857143,2903.8147321428573,29242.68303857143,20314.16294857143,668.3705357142857,17304.39286,15457.908484285714,1236.162946428571,38933.66741285714,23524.98661,2115.671875,3754.267857142857,4174.850446428572,24801.18303714286,23772.553572857145,23442.35044857143,388.9709821428572,22365.866074285717,13123.462057142857,11018.27009142857,16489.100447142857,22800.87723428572,48466.36830714286,66902.08705714285,39898.000002857145,4469.950892857143,420.2232142857143,35906.82812714286,3639.875,30278.82589428572,25898.56027,17041.767858571427
883.953125,29184.80803857143,2046.611607142857,20713.45536,14468.64062857143,267.3013392857143,12412.52009142857,11072.095985714286,1144.680803571429,26657.886162857143,17557.232145714286,1541.665178571429,2961.109375,3201.796875,17893.20536,17643.816965714286,17494.58036,286.4799107142857,15633.92634142857,12774.58928857143,7751.133928571428,11570.162948571427,15969.97321714286,31456.10268142857,46357.52902142857,27409.29018142857,1958.984375,396.2053571428572,24326.87277142857,2746.723214285714,21602.02678857143,18180.35714714286,12069.705360000002
3641.111607142857,40448.220987142864,3325.2991071428573,29823.62723428572,19702.14285857143,253.0758928571429,16250.741072857145,14037.484377142857,1332.5580357142858,42547.04911000001,27260.667414285715,1511.783482142857,3658.3125,3771.372767857143,28517.82589571429,27458.37053857143,27170.645092857147,1168.571428571429,24433.77455714286,6764.462053571428,10189.486609285714,14360.247771428572,25321.04687857143,41919.68973571429,46443.31473571429,41371.84821428572,8826.99776857143,1328.4107142857142,41624.18303714286,3325.8616071428573,29208.70312857143,26926.939735714288,15519.287948571427
3083.7633928571427,51961.850450000005,4220.412946428572,36056.968751428576,24818.22545,1121.0982142857142,20681.11161142857,18438.11830714286,1409.2232142857142,50360.96428857144,29149.89286,3866.345982142857,4659.404017857143,5670.133928571428,31001.53794857143,29433.06919857143,29049.53348428572,1291.258928571429,28043.991074285717,5093.495535714285,12513.65178857143,19822.19196571429,28210.70089714285,54872.40179,61468.98884285714,50523.031252857145,6887.140625714286,601.0691964285714,45913.06696857143,3975.055803571429,36886.79910857143,30913.50223428572,20351.55803714286
3407.651785857143,65514.30468857143,8784.035714571428,49699.395091428574,33284.42634,1296.3794644285715,24365.36718857143,21628.45089285714,1346.600446428571,67963.00223285714,41854.379465714286,4417.178571714286,5711.906250285714,6428.020089571429,44206.68526857143,42409.86049285714,41620.89732285715,1706.2868304285714,37711.84375,5382.478795000001,14985.808037142857,23315.03683,38377.29687428572,66363.04018,70526.66852714286,66744.86383857143,14230.07701,702.7555803571429,64285.21428857143,5500.455357285714,48917.52678714286,42526.89955428572,23931.43192
1676.5312504285714,73536.2031242857,11293.772322,47841.43527,35552.60267857143,1122.832589357143,24297.693082857146,22350.354912857143,1385.6406252857143,70792.81919857142,39669.34152,3298.258928857143,5426.041295000001,7097.460937857143,41290.021205714285,39980.90067,39550.12723285714,1007.7154018571428,37614.30022285714,7795.812500285714,15078.421875714284,23735.880584285715,37856.00669428572,75427.71205428572,84535.22991142857,71646.56250142858,15975.831472857142,342.83705357142856,66569.30692142856,5650.559152142858,49191.672991428575,41602.127231428574,24063.820315714285
1288.0937504285714,62616.74330571429,8675.140625857142,43287.794644285714,31787.445312857144,743.7321428571429,22822.59933142857,20432.35602857143,1257.0859375714283,59693.03682857143,36203.92633857143,2131.607143,5259.401785714285,6143.4073664285725,38068.57254857143,36560.30915142857,36087.19308142857,515.3839285714286,34071.70647428571,8556.364955571427,14094.875001428572,21667.19196571429,34778.48772428571,63952.89397428571,73511.29576142857,60919.891741428575,10443.212053714287,302.640625,56388.18303714286,5266.9252237142855,44480.23549285714,39729.48102714286,22168.655135714285
2928.5479912857145,41625.48995714285,9005.035714857144,37146.957591428574,31535.00446571429,1417.157366357143,22483.748884285716,19145.85156285714,1232.0468752857143,42902.03125,36632.85491428572,1488.995536,4446.669643285714,6005.717634142857,36261.46763428572,36539.06361571429,36643.527902857146,334.0502232142857,35684.37946428572,6436.255580571428,12844.122771428572,21119.28794857143,35698.191965714286,42599.30803714286,50550.28683142857,42030.027902857146,6574.479911428572,698.7756696428571,42234.85268,4673.602678857143,36310.87835,34744.93861857143,21815.85602857143
2243.831473571429,55346.15513571428,8871.684152571428,36618.16406285714,26951.393975714287,1060.341518,18077.552455714285,15592.282367142858,1149.0178574285717,52794.04576,31236.54352857143,1166.9988842857142,3609.608259142857,5168.4386164285725,32515.16183142857,31453.106025714285,31166.13727714286,343.5591517857143,29860.156252857145,3551.1930807142858,10231.062500571428,17051.12165142857,30277.233261428573,55665.450894285714,58888.23772428571,54037.18303714286,10596.30357142857,443.3772321428572,50455.08817,3942.637277142857,38356.309152857146,34289.172992857144,17637.66406285714
894.139509,46611.19977857143,9779.205358285715,32286.77455428572,24907.74553714286,836.7421875714286,15044.119418571428,13519.172991428572,1055.8482145714286,45713.113841428574,27549.27455428572,951.1919643571428,3135.066964571429,5186.023437714285,28820.41518,27837.501117142856,27466.863842857147,269.5546875,26264.42969,3475.4564732857143,8230.435268142857,14562.782367142858,26718.08482142857,46938.407367142856,50622.18973428571,46110.32254428572,10247.917412,176.84821428571428,44169.35491142857,3276.967634285714,32999.70424142857,29892.473214285717,14846.526787142857
889.9397321428571,37963.00781428571,11920.292411571429,29001.70089428572,25391.59598428572,836.9821429285714,13391.309152857142,11948.924107142857,1038.1941967857142,38010.95535857143,27135.537947142857,802.8962053571429,2648.416295,4664.000000142857,27303.29799142857,27167.98884142857,27119.49553714286,215.85379464285717,26550.87835142857,4001.169643142857,7205.295759142857,12945.368304285716,26698.639512857146,38221.26562714286,42648.28906142857,37983.96652,7963.926339571429,206.04129464285717,37193.03125,3020.2879467142857,29079.48102857143,26992.46875142857,13220.575894285716
1355.9285715714286,35278.55245714286,5642.237723428571,23902.21317,16730.17968857143,297.7209821428572,10958.27009,9783.636160857144,930.2276785714286,32638.491074285717,19836.686384285716,711.2745535714286,2345.565848428572,3297.8660717142857,20841.95201,20036.597100000003,19769.97433142857,263.0435267857143,18632.822545714287,3486.823661,6379.190848428571,10313.830357714283,19175.234375714288,37024.90513428571,42778.81919714286,33439.44308142857,5418.953125142857,260.42745535714283,31243.17634,2592.8671877142856,24879.727680000004,21877.60268142857,10702.441966857145
1461.1428574285717,28226.63727714285,2828.088169714286,18970.48326,13029.808035714286,199.7265625,10135.78013442857,9256.264509285716,913.9944196428572,26577.671877142857,15481.851562857144,714.1975446428571,2482.1417414285715,2870.0167412857145,16184.786831428572,15600.856027142858,15440.925224285716,313.9084821428572,14803.824777142858,3338.1305805714287,6277.669643142857,9596.656250571428,15078.49442,29552.62723428572,33938.98772285714,27064.57589571429,4641.698661,330.06919642857144,25275.26674142857,2471.138393142857,19712.99442142857,16684.958707142858,9931.334822857145
930.5837053571428,22828.18080428572,1669.8024555714287,15973.02567,10713.15067,148.39955357142858,9004.97209842857,8233.246652,802.3046875,21270.626117142856,12395.141741428572,756.9620535714286,2111.349330428572,2580.514509142857,13056.072545714283,12512.385045714283,12359.02567,208.09375,11853.20535857143,2899.859375428572,5538.582589571429,8560.263393,12069.654018571428,23796.639511428573,27537.05468714286,21800.690850000003,2722.190848571429,224.59486607142856,20011.91406285714,2123.4218752857146,16655.925224285715,13772.154018571428,8846.448660857142
1516.603794857143,18270.396207142858,1543.540178857143,14156.366074285716,9565.005580571427,172.54129464285714,7992.329241285714,7059.189732285714,705.4363839285714,17719.48884142857,11829.835938571428,723.1495535714286,1699.2868305714287,2464.0078127142856,12142.695314285713,11887.606027142856,11805.412948571427,257.5725446428572,11289.598215714286,2110.435268142857,4469.106027,7449.478795000001,11464.507812857144,18978.43080428572,21677.021205714285,17858.426338571426,2115.6830361428574,268.27232142857144,16821.23102857143,1696.397321714286,14351.485492857144,12053.08035857143,7802.042410714285
1127.5368305,19254.053572857145,1295.2220982857143,14477.114957142858,7608.642857428572,132.56696428571428,6261.794643142857,5584.148437714285,613.7712053571429,18899.313615714287,9793.302457,791.2220982142857,1436.8359377142858,2017.8772324285717,10635.964285857144,9943.763393285712,9746.49888514286,251.5078125,9015.659597714286,1525.5814735714284,3499.2109377142856,5861.223214428572,9348.203124428572,19604.84598428572,21267.033482857143,19072.328127142857,2467.3359377142856,165.52008928571428,17855.82143,1378.6763397142856,14908.79018,11398.691966857145,6105.280134285715
1016.9854912142856,16421.984375714284,1006.0993305714284,11575.22098285714,6406.125000285714,87.359375,5380.041294857142,4840.652902142858,518.5055803571429,15269.411831428572,7860.984375428571,918.4151785714286,1259.006696714286,1643.2098215714286,8120.433036142857,7887.930804,7849.058035857143,211.79352678571428,7583.170759142857,1432.5546877142858,3141.213169714286,5029.6339287142855,7661.022321714286,17119.580355714286,19190.91183142857,15677.306918571428,1318.5948662857145,201.6875,13936.848215714286,1225.7656251428573,12144.06027,8337.253348571428,5248.185268142857
1163.9765625714283,14265.612725714283,964.7723214285714,11447.04576,6330.379464428572,79.75669642857143,5340.016741142857,4725.753348285715,434.1607142857143,14079.992188571428,8221.705357285715,880.7488839285714,1155.9107144285715,1566.5848215714286,8672.319196571429,8304.50334842857,8193.964285857142,218.8258928571429,7711.243303571428,1355.463169857143,3097.2466518571428,4917.5301340000005,7938.022321571429,14652.54018,16225.15402,14153.3471,1436.6082591428572,238.1227678571429,13132.243305714286,1203.8392857142858,11491.215402857142,8714.751116142857,5185.860491142857
